place cucumber salad and then the hot dog on the bun .	put the cucumbers on the bun in a single layer , covering both sides . place the hot dog on the middle of the bun on top of the cucumbers .	1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
place cucumber salad and then the hot dog on the bun .	place sliced cucumbers all along both sides of a hot dog bun . place the sausage on the bun .	1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
drizzle ketchup and fried onions on top .	place the hotdog on top of the pickles that are on the bun . make sure the hot dog is in the middle of the bun where the crease is . drizzle ketchup on top of the bun and hotdog . next add fried onions on top of the hotdog and bun . serve promptly . ( serve right after you are done ) .	0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1
drizzle ketchup and fried onions on top .	squirt ketchup bottle over hotdog . put the ketchup across the whole hotdog . take a spoon and scoop some friend onions . with the spoon , add the fried onions to the hotdog . put the spoon , fried onions , and ketchup away .	0 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1
drizzle ketchup and fried onions on top .	squirt ketchup evenly through the hot dog . once ketchup is on the hot dog , place onions on top of the hot dog using a spoon . make sure to place onion inside of the bun , so that onion does not spill out .	0 1 1 1 1 0 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
fry the garlic and ground beef with soy sauce sesame oil and sugar .	put the chopped garlic into the hot pan and stir . add ground beef , soy sauce , sesame oil and sugar to the pan . use chop sticks to stir everything together while cooking .	1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 0 1
fry the garlic and ground beef with soy sauce sesame oil and sugar .	place your chopped garlic into your pan . with a wooden spoon mix the garlic around so it is all over the pan . add your ground beef to the pan . add your soy sauce to the pan . add sesame oil to the pan .	0 1 0 1 1 1 0 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1
fry the garlic and ground beef with soy sauce sesame oil and sugar .	pour the garlic in the pan . stir the garlic with chop sticks . pour in the beef . carefully pour in the soy sauce sesame oil and sugar .	0 1 1 1 1 0 1 0 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
fry the carrots with oil and salt .	pour the oil onto the pan . grab the carrots with your hands and place them in the pan . put salt on the carrots .	0 1 1 1 1 0 1 0 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1
fry the carrots with oil and salt .	put a fry pan on the stove and add a little oil . turn on the heat . when the oil is hot , add the carrots , which have been cut into thin strip . add kosher salt . stir the carrots .	1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0 1 1 1
fry the carrots with oil and salt .	pour olive oil on the frying pan . place the carrots on the pan and cook them . add salt to the carrots and stir with a spoon .	0 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1
fry the zucchini with oil and salt .	put a pan onto the burner and turn it on to a medium - high heat setting . add oil to the pan and let it warm up for 2 - 3 minutes . carefully add the cut zucchini and salt to the pan . let the zucchini cook until it is soft , stirring with a wooden spoon or spatula . turn the burner off and carefully pour the cooked zucchini onto a plate from the pan .	1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
fry the zucchini with oil and salt .	add oil to the frying pan . mix the oil around so it cover the pan . add the zucchini to the pan . stir around so that it cooks . add salt to the pan and continue to mix .	1 1 1 1 0 0 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1
fry the zucchini with oil and salt .	put a small amount of oil into a hot frying pan . add the sliced pieces of zucchini to the pan . sprinkle some kosher salt onto the zucchini . stir the zucchini in the pan with a spoon or chopsticks while it cooks in the pan . when it 's finished cooking , empty the zucchini from the hot pan onto a plate .	1 1 1 1 1 1 1 1 0 0 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 0 1 1 1 1
mix pepper paste soy sauce rice vinegar and sesame seeds .	put korean hot pepper paste , soy sauce , rice vinegar and sesame seeds into a cup . use a spoon to mix it all together .	1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1
mix pepper paste soy sauce rice vinegar and sesame seeds .	use a spoon to scoop the pepper paste into the a cup . pour soy sauce rice vinegar and sesame seeds into the same cup . mix everything with the spoon .	1 1 0 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1
mix pepper paste soy sauce rice vinegar and sesame seeds .	in a small cup combine korean hot pepper paste , soy sauce , seasoned rice vinegar and sesame seeds . using a small spoon gently mix the ingredients together until well mixed .	1 1 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 0 1 1 1 0 1
chop the garlic finely .	put big pieces of garlic on the cutting board . get a knife from the cutting block . cut the big pieces of garlic into a lot of small pieces . put the small pieces of garlic into a bowl .	1 0 0 1 1 1 1 0 0 1 1 1 1 1 1 0 0 1 1 1 0 0 1 1 1 1 0 1 0 0 1 1 1 0 0 1 1 1 1 1 1
chop the garlic finely .	take peeled garlic cloves and put on cutting board . with a chef 's knife carefully chop the garlic finely . put chopped garlic in bowl .	1 0 1 0 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1
chop the garlic finely .	hold the garlic carefully . cut the garlic with a knife into small pieces .	0 1 1 1 1 0 1 1 1 1 0 1 0 0 1
fry the onion and mushrooms with soy sauce and sesame oil .	use a knife to cut mushrooms and onions into big pieces and put them into the hot pan . use chopsticks to stir mushrooms and onions for a moment while they cook . pour a little soy sauce on top . pour a little sesame oil on top and stir everything together . when it finishes cooking , carefully empty it all onto a plate .	1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
fry the onion and mushrooms with soy sauce and sesame oil .	pour the onion and mushrooms in the pan . pour in the soy sauce and oil . let them cook while mixing them with chopsticks .	0 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1
fry the onion and mushrooms with soy sauce and sesame oil .	put chopped white onions into a hot pan . add sliced mushrooms to the same pan with the onions . add soy sauce and sesame oil to the pan of mushrooms and onions . stir to mix it all together . put the food on a plate .	1 1 1 1 1 1 0 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1
mix soy sauce and sesame oil with the bean sprouts and spinach .	pour in the soy sauce . add some sesame oil into the bowl . mix together the bowl together using your hands .	0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1
mix soy sauce and sesame oil with the bean sprouts and spinach .	pour the bowl of soy sauce and sesame oil in both the spinach bowl and sprout bowl . use your hand to mix both the bowls up .	0 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 0 1 1
mix soy sauce and sesame oil with the bean sprouts and spinach .	place bean sprouts in one bowl . place spinach in a separate bowl . put sesame oil and soy sauce in bowl with bean sprouts . put sesame oil and soy sauce in bowl with spinach . mix each bowl with hands in order to get all three ingredients in the bowl evenly mixed .	0 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 0 0 1
slice the mushrooms and zucchini .	take the mushrooms and hold them carefully . cut them into thin lines . do the same with the zucchini but cut it into thin circles .	1 1 1 1 0 1 1 1 0 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 0 0 1
slice the mushrooms and zucchini .	slice shiitake mushrooms on diagonal with large knife . lay out on plate . slice zucchini all of it in half , approx . 1 inch thick . after you slice it , tear pieces and slice into cubes . spread slices onto a plate .	1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 0 1 1 1 1 1 0 0 1 1 0 1
slice the mushrooms and zucchini .	" with a sharp knife , slice the mushrooms into slices about 1/2 thick . " " . " cut a zucchini in half , and then in half again . " slice the zucchini into about 1/2 thick slices . " " . " slice them again , cutting the zucchini into small cubes .	1 1 1 0 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
slice the carrot and seaweed .	using a knife slice the carrot in half . using a knife slice the carrot into thin pieces . using kitchen scissors cut the seaweed into strips .	1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 0 0 1 1 0 0 0 1 1 1 0 1
slice the carrot and seaweed .	use a knife and cut the carrot in half . slice each half of the carrot into small sections . set the carrot on a plate . use scissors to cut the seaweed into smaller sections .	1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 0 0 1
slice the carrot and seaweed .	put a carrot on a board . use a sharp knife to cut the carrots into thin strips . use kitchen scissors to cut the seaweed into strips .	1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 0 0 1 1 0 0 1 0 1 1 1 0 1
place the beef vegetables and egg on a plate with rice .	use a spoon to add pre - cooked steamed rice to the middle of the place . use another spoon to add one spoonful of cooked ground beef to one section of the plate . do not place ground beef on top of the rice . with kitchen tongs , or cleaned hands , add a small amount of dried seaweed next to ground beef , followed by a handful of sliced carrots next to the dried seaweed . add a handful of zucchini slices next to the sliced carrots followed by the sliced mushrooms , white onion , soy bean sprouts , and spinach . your spinach should be next to the ground beer when the circle around the steamed rice is completed . to finish , use a spatula to add the cooked egg on top of the pile of steamed rice on the center of the plate .	1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
place the beef vegetables and egg on a plate with rice .	take a large plate and add a cup of rice in the middle . add some beef on side of plate . add cut strips of carrot and cucumber on side of plate . add other vegetables on the sides of the plate . add a cooked egg on top of rice .	1 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
place the beef vegetables and egg on a plate with rice .	use a small bowl to shape a rice pile on the center of the plate . place ground beef , dry seaweed , carrots , zucchini , mushrooms , white onion , soy bean sprouts , and cooked spinach around the rice completing a circle . place a fried egg on top of the rice pile .	1 1 0 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1
fry the egg in the pan .	gently crack the egg into a hot pan that has 2 teaspoons of oil in it . do not try to flip the egg or stir it . cook the egg until the entire egg white is fully cooked , it will be the same white as a piece of paper .	0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1
fry the egg in the pan .	take a frying pan on the stove . heat the pan and add some oil in to the pan . after the oil is hot , take an egg . break open an egg and place it in the pan . fry the egg with yellow side upwards .	1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1
fry the egg in the pan .	crack an egg . be careful not to let any of the shell fall into the pan . add the egg to the pan with the yolk side facing up .	0 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
blanch the bean sprouts and spinach .	take a pot on the stove . boil some water in the pot . take some bean sprouts in a steel strainer and immerse in hot water and blanch them . now take the spinach in the strainer and blanch the spinach . take the bean sprouts and spinach in a plate .	1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
blanch the bean sprouts and spinach .	put the bean sprouts in a strainer and lower the strainer into boiling water . lift the strainer of bean sprouts out of the water and pour into a bowl . put the spinach in a strainer and lower the strainer into boiling water . lift the strainer of spinach out of the water and pour into a bowl .	1 1 1 1 1 1 0 1 0 1 0 1 1 0 1 0 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 0 1 0 1 0 1 1 1 1 1 0 1 0 1 1 1 1
blanch the bean sprouts and spinach .	put a pot of water on the stove . turn on the stove . let water boil until you see bubbles . put bean sprouts in a strainer , dip strainer into water , take bean sprouts out and put them into a bowl , put spinach into the strainer , dip strainer into water . pour spinach into a bowl .	1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 1
add yeast and oil to the water .	add your yeast to the water . now slowly pour some oil into the water and mix it all around with your hands . do n't mix to fast as it will spill over the edges .	1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 0 1
add yeast and oil to the water .	crumble the yeast into the bowl of water . pour a bit of oil into the water . use your fingers to mix it all together .	0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1
add yeast and oil to the water .	carefully pour in the oil to the water . add the yeast to the water .	1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
add the water to the flour on the table .	take some flour on the table . create a space in middle of flour by pushing the flour to the sides . add water in to the center space . mix the flour with water . add some more water and mix the dough properly .	1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
add the water to the flour on the table .	take the container of water and slowly pour it inside the circle . push the circle back against the water .	1 1 0 1 1 1 0 0 1 0 1 0 1 0 1 0 1 1 1 1 1
add the water to the flour on the table .	spread the flour into a circle , creating a large hole of empty space for the water to be poured . slowly pour the water into flour circle , just enough so that it does n't spill over the edges . drag a small amount of flour from the edges into the water and mush the flour into the water until it creates a doughy center . add more water and mush more flour into it until the circle of flour is now a roll of dough . once you have a dough roll , continue pressing and squishing it by using the dry flour left on the counter to keep it from sticking to your fingers .	0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
add salt to the dough .	sprinkle salt on top of the dough . use your hands to fold the dough in half so that the salt is in between layers of dough . use your hands to roll the dough .	0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1
add salt to the dough .	sprinkle salt over the top of the ball of dough . use your hands to push in the dough . roll the dough up and keep pushing to get the salt mixed in .	0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1
add salt to the dough .	sprinkle bowl of salt onto dough . fold the dough and then press it together with your hands until its mixed in .	0 0 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1
knead the dough .	squish the dough into a ball . squish the ball of dough flat . repeat this for awhile to knead it .	0 1 1 1 1 0 1 0 1 0 1 1 0 1 0 1 1 1 1 1 1 1
knead the dough .	push down on the dough and roll it . repeat this step several times . pour olive oil on top of the dough .	0 1 1 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 1 1
knead the dough .	put some flour on the surface to knead the dough . use your hands to push down , roll , wrap and then repeat . then brush the dough with olive oil .	1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1
coat the dough with oil and cover .	put some olive oil on the dough . rub the dough with the olive oil . go find a small towel . put the towel over the dough . wait 20 minutes .	1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 0 1 0 1
coat the dough with oil and cover .	take the dough and pour some oil onto it . rub the oil into the dough softly . place the cover onto the dough and let it cover for 20 minutes .	1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1
coat the dough with oil and cover .	pour oil on the dough . use your hands to rub the oil all over the dough . cover it with a cloth .	0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1
cut the dough into pieces .	using a knife carefully cut the dough . separate the dough evenly into four pieces .	1 1 0 1 1 1 1 1 0 1 1 0 1 1 1 1
cut the dough into pieces .	cut your dough into 4 even pieces . pieces should be about the size of a baseball .	1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
cut the dough into pieces .	cut dough into four pieces . knead dough .	1 1 1 1 1 1 0 1 1
spread tomato sauce onto the dough .	take a spoonful of tomato sauce and pour it into the middle of the dough . now take the rounded edge of your spoon , and smear / spread the sauce around your dough . spread it in circles and make sure you get it up to the edges .	1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
spread tomato sauce onto the dough .	using a ladle , scoop up some tomato sauce . pour the sauce onto the dough somewhere in the middle . using the bottom of the ladle , spread the sauce toward the edge of the dough in a circular motion .	1 1 0 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
spread tomato sauce onto the dough .	use a curved spoon . grab a spoon full to tomato sauce . spread the sauce on your dough . using a circular motion .	1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
top with mozzarella cheese oil and basil .	put mozzarella cheese on top of the sauce part of the pizza . drizzle a little oil all over the cheese . rip some basil and put on top of the pizza . take a pan . place pizza on the pan .	1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1
top with mozzarella cheese oil and basil .	pizza dough should be flat and topped with red sauce . sprinkle mozzarella cheese over whole pizza . pour a small amount of oil over pizza . rip basil leaves into small pieces . sprinkle basil leaves over pizza .	1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 0 0 1 0 1 1 1 1 1
top with mozzarella cheese oil and basil .	take your mozzarella cheese and spread it all over your dough . now take your olive oil and gently pour it over the dough . do n't use to much though . just a light sprinkling . now take the cut basil and add as much as you would like on top of the cheese .	1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
cook the pizza in the oven .	turn the oven on , so that it is set at 400 degrees . wait for the oven to beep . put the pizza pan with the pizza on it in the oven . wait 20 minutes while it cooks . take the pizza out of the oven using oven mitts .	0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
cook the pizza in the oven .	carefully place your pizza on your pizza paddle . carefully place it into an oven that is turned onto 400 degrees . leave the pizza for 20 minutes .	1 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1
cook the pizza in the oven .	move pizza onto wooden paddle . slide into wood fire oven . cook until golden .	1 1 1 0 0 1 0 1 0 0 1 1 1 1 0 1
add butter to the macaroni and stir .	add the butter to the macaroni . make sure the noodles are still hot . this will insure that the butter melts . stir it thoroughly . until the butter is melted .	1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1
add butter to the macaroni and stir .	put butter into the bowl of macaroni . use a spoon to stir the butter into the pasta .	1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1
add butter to the macaroni and stir .	take a table spoon . add 2 table spoon of fresh butter to the macaroni . stir the macaroni and butter together . stirring can be done with the help of a spatula .	1 1 0 0 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1
add cheez whiz and stir .	put cheez whiz into the bowl of noodles . stir it into the noodles .	1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
add cheez whiz and stir .	open a jar of cheez wiz . take a spoon and scrape all of the cheese out of the jar into the hot pot . hold the pot handle and stir the cheese into hot macaroni until it melts . you can also use velveeta cheese if you want .	1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
add cheez whiz and stir .	open cheez whiz . put the cheeze whiz in . mix together .	0 1 1 1 1 1 1 1 1 1 0 1 1
add milk and stir .	add 4 cups of milk to the pot . use a spoon to carefully stir .	1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1
add milk and stir .	measure four cups of milk into a measuring cup . pour it into the macaroni mixture and stir it up well .	0 1 0 1 1 1 1 0 0 1 0 1 1 1 1 0 1 1 1 1 1 1
add milk and stir .	pour four cups of milk into the pot . stir it up !	0 1 0 1 1 1 1 0 1 1 1 1 1
pour macaroni into a pan .	pour some macaroni in the pan . use a spoon to spread it around some .	1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1
pour macaroni into a pan .	take a spoon and stir the macaroni . then pick up the pan , tilt it and pour the macaroni into the foil pan .	1 1 0 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1
pour macaroni into a pan .	take your pan and slowly pour the macaroni into the pan . do n't pour to fast , or it will go everywhere . now spread the macaroni around so it lays in the pan flat .	1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1
sprinkle cheese on top .	make sure the noodles are evenly spread along the pan . open the bag of shredded cheese . sprinkle the cheese on top of the macaroni . make sure that the cheese is evenly distributed too . if there are any spots uncovered , add more cheese .	1 0 1 1 1 0 0 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
sprinkle cheese on top .	take mild cheddar cheese packets . cut open them . add cheese on the top of prepared dish . add second packet of cheese . spread the cheese properly .	1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 0 0 1 1 1 0 1 1 0 1
sprinkle cheese on top .	sprinkle a layer of mild cheddar cheese on top of the macaroni noodles . sprinkle a layer of sharp cheddar cheese on top of the mild cheddar cheese .	1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1
add layers of macaroni and cheese .	pour the macaroni on the top . pour cheese on top of the macaroni evenly .	0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1
add layers of macaroni and cheese .	prepare the pan for the macaroni and cheese . put some macaroni into the pan and spread it . add some cheese to it and spread it on top . add some more macaroni for another layer . add more cheese to finish it .	0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1
add layers of macaroni and cheese .	add a layer of macaroni into the tray . add another layer of cheese . add another layer of macaroni into the tray . add another layer of cheese over the macaroni .	1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1
mince cabbage and chop some green onions .	take a half of a cabbage . mince it . take the green onions and mince them .	1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
mince cabbage and chop some green onions .	cut the cabbage into long strands or pieces with a knife . be careful it 's probably sharp . get some green onions and cut them to small pieces also with a knife .	1 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1
mince cabbage and chop some green onions .	take your clever or knife and slowly chop the cabbage starting at the edge . keep your fingers out of the way ! just slowly press the sharp edge down on the cabbage and mince the cabbage up with small chops . now we want to take the green onion and chop it up as well . just line up the long onion stems and make small cuts across all of the onions , until you have the desired amount that you want .	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
add chopped green onions cabbage and ground pork to a large bowl .	gather ground pork , already cut up green onions , and already cut cabbage . put ground pork in a big bowl . add in green onions an adult has cut up for you . put in cabbage an adult has cut for you .	0 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1
add chopped green onions cabbage and ground pork to a large bowl .	hold the pork over the bowl and carefully push it out with chopsticks . add the green onions in the bowl .	0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1
add chopped green onions cabbage and ground pork to a large bowl .	add the ground pork to a bowl . cut green onions into small pieces . cut the cabbage into long strips . add green onions and cabbage to the bowl .	1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1
